,100,250,500,750,1000,1250,2500,3750,5000,6250,7500,8750,10000
BubbleSort,0.889,6.023,23.564,53.97,98.831,158.935,638.953,1476.852,2585.66,3948.705,5665.335,7982.331,10286.18
InsertionSort,0.402,2.47,10.54,24.599,44.132,69.529,286.806,647.555,1155.191,1798.509,2587.305,3529.738,4615.721
