Size,Sort,Times,trialNo
100,BubbleSort,0.5018711090087891,1
100,BubbleSort,0.5002021789550781,2
100,BubbleSort,0.7760524749755859,3
100,BubbleSort,0.4992485046386719,4
100,BubbleSort,0.5021095275878906,5
250,BubbleSort,3.2019615173339844,1
250,BubbleSort,3.6232471466064453,2
250,BubbleSort,6.082057952880859,3
250,BubbleSort,6.499052047729492,4
250,BubbleSort,5.544900894165039,5
500,BubbleSort,15.30003547668457,1
500,BubbleSort,18.229007720947266,2
500,BubbleSort,12.58707046508789,3
500,BubbleSort,14.991044998168945,4
500,BubbleSort,32.256126403808594,5
750,BubbleSort,54.44598197937012,1
750,BubbleSort,36.429643630981445,2
750,BubbleSort,31.902790069580078,3
750,BubbleSort,43.4260368347168,4
750,BubbleSort,31.531572341918945,5
1000,BubbleSort,57.77716636657715,1
1000,BubbleSort,53.65490913391113,2
1000,BubbleSort,61.53297424316406,3
1000,BubbleSort,63.48991394042969,4
1000,BubbleSort,56.98990821838379,5
1250,BubbleSort,92.94509887695312,1
1250,BubbleSort,86.27724647521973,2
1250,BubbleSort,90.33393859863281,3
1250,BubbleSort,86.81607246398926,4
1250,BubbleSort,154.80899810791016,5
2500,BubbleSort,499.6509552001953,1
2500,BubbleSort,410.5799198150635,2
2500,BubbleSort,406.07428550720215,3
2500,BubbleSort,398.28991889953613,4
2500,BubbleSort,449.5198726654053,5
3750,BubbleSort,826.7369270324707,1
3750,BubbleSort,848.0901718139648,2
3750,BubbleSort,861.4599704742432,3
3750,BubbleSort,850.0199317932129,4
3750,BubbleSort,818.1791305541992,5
5000,BubbleSort,1570.9559917449951,1
5000,BubbleSort,1970.0300693511963,2
5000,BubbleSort,2258.561849594116,3
5000,BubbleSort,1671.4811325073242,4
5000,BubbleSort,2632.6940059661865,5
6250,BubbleSort,2799.508810043335,1
6250,BubbleSort,2295.7611083984375,2
6250,BubbleSort,5253.029108047485,3
6250,BubbleSort,2511.0018253326416,4
6250,BubbleSort,3182.966947555542,5
7500,BubbleSort,3842.924118041992,1
7500,BubbleSort,4163.177013397217,2
7500,BubbleSort,3788.4180545806885,3
7500,BubbleSort,13961.416959762573,4
7500,BubbleSort,4028.6638736724854,5
8750,BubbleSort,5366.403102874756,1
8750,BubbleSort,5284.036874771118,2
8750,BubbleSort,4844.878911972046,3
8750,BubbleSort,5100.399017333984,4
8750,BubbleSort,4864.96901512146,5
10000,BubbleSort,6394.00315284729,1
10000,BubbleSort,7630.069971084595,2
10000,BubbleSort,7952.027797698975,3
10000,BubbleSort,7200.826168060303,4
10000,BubbleSort,6804.2449951171875,5
100,InsertionSort,0.024080276489257812,1
100,InsertionSort,0.025033950805664062,2
100,InsertionSort,0.024080276489257812,3
100,InsertionSort,0.02288818359375,4
100,InsertionSort,0.02288818359375,5
250,InsertionSort,0.0667572021484375,1
250,InsertionSort,0.05078315734863281,2
250,InsertionSort,0.0476837158203125,3
250,InsertionSort,0.04887580871582031,4
250,InsertionSort,0.09775161743164062,5
500,InsertionSort,0.10704994201660156,1
500,InsertionSort,0.10514259338378906,2
500,InsertionSort,0.10585784912109375,3
500,InsertionSort,0.11801719665527344,4
500,InsertionSort,0.12373924255371094,5
750,InsertionSort,0.2789497375488281,1
750,InsertionSort,0.2651214599609375,2
750,InsertionSort,0.16808509826660156,3
750,InsertionSort,0.16307830810546875,4
750,InsertionSort,0.1609325408935547,5
