,Sort,array sizes,trial_time,trial number
0,BubbleSort,100,0.0010650157928466797,1
1,BubbleSort,100,0.0009760856628417969,2
2,BubbleSort,100,0.0008440017700195312,3
3,BubbleSort,100,0.0009400844573974609,4
4,BubbleSort,100,0.0008337497711181641,5
5,BubbleSort,100,0.0009207725524902344,6
6,BubbleSort,100,0.0008227825164794922,7
7,BubbleSort,100,0.0008869171142578125,8
8,BubbleSort,100,0.0008480548858642578,9
9,BubbleSort,100,0.0009438991546630859,10
10,BubbleSort,250,0.0053768157958984375,1
11,BubbleSort,250,0.005095005035400391,2
12,BubbleSort,250,0.00520014762878418,3
13,BubbleSort,250,0.005151033401489258,4
14,BubbleSort,250,0.0055658817291259766,5
15,BubbleSort,250,0.00506901741027832,6
16,BubbleSort,250,0.005560874938964844,7
17,BubbleSort,250,0.005178928375244141,8
18,BubbleSort,250,0.0050868988037109375,9
19,BubbleSort,250,0.00519871711730957,10
20,BubbleSort,500,0.023128032684326172,1
21,BubbleSort,500,0.02220296859741211,2
22,BubbleSort,500,0.022782087326049805,3
23,BubbleSort,500,0.022567272186279297,4
24,BubbleSort,500,0.023454904556274414,5
25,BubbleSort,500,0.022315025329589844,6
26,BubbleSort,500,0.023144006729125977,7
27,BubbleSort,500,0.02249908447265625,8
28,BubbleSort,500,0.02270221710205078,9
29,BubbleSort,500,0.023188114166259766,10
30,BubbleSort,750,0.05543398857116699,1
31,BubbleSort,750,0.05290389060974121,2
32,BubbleSort,750,0.054971933364868164,3
33,BubbleSort,750,0.054847002029418945,4
34,BubbleSort,750,0.05405306816101074,5
35,BubbleSort,750,0.054473876953125,6
36,BubbleSort,750,0.05494093894958496,7
37,BubbleSort,750,0.05651402473449707,8
38,BubbleSort,750,0.05393815040588379,9
39,BubbleSort,750,0.05509614944458008,10
40,BubbleSort,1000,0.09803009033203125,1
41,BubbleSort,1000,0.09789490699768066,2
42,BubbleSort,1000,0.09950900077819824,3
43,BubbleSort,1000,0.0993051528930664,4
44,BubbleSort,1000,0.10117506980895996,5
45,BubbleSort,1000,0.09797501564025879,6
46,BubbleSort,1000,0.09655284881591797,7
47,BubbleSort,1000,0.09964203834533691,8
48,BubbleSort,1000,0.09888386726379395,9
49,BubbleSort,1000,0.10096311569213867,10
50,BubbleSort,1250,0.15901517868041992,1
51,BubbleSort,1250,0.15665006637573242,2
52,BubbleSort,1250,0.16097402572631836,3
53,BubbleSort,1250,0.1548001766204834,4
54,BubbleSort,1250,0.15575385093688965,5
55,BubbleSort,1250,0.15531706809997559,6
56,BubbleSort,1250,0.15721392631530762,7
57,BubbleSort,1250,0.1571810245513916,8
58,BubbleSort,1250,0.15590715408325195,9
59,BubbleSort,1250,0.15646123886108398,10
60,BubbleSort,2500,0.6508691310882568,1
61,BubbleSort,2500,0.6510419845581055,2
62,BubbleSort,2500,0.6445512771606445,3
63,BubbleSort,2500,0.6567628383636475,4
64,BubbleSort,2500,0.6489908695220947,5
65,BubbleSort,2500,0.6455140113830566,6
66,BubbleSort,2500,0.6422216892242432,7
67,BubbleSort,2500,0.6511032581329346,8
68,BubbleSort,2500,0.6443681716918945,9
69,BubbleSort,2500,0.6438851356506348,10
70,BubbleSort,3750,1.4583380222320557,1
71,BubbleSort,3750,1.4553091526031494,2
72,BubbleSort,3750,1.4631061553955078,3
73,BubbleSort,3750,1.4561820030212402,4
74,BubbleSort,3750,1.4628322124481201,5
75,BubbleSort,3750,1.4847497940063477,6
76,BubbleSort,3750,1.4729199409484863,7
77,BubbleSort,3750,1.4548938274383545,8
78,BubbleSort,3750,1.4628019332885742,9
79,BubbleSort,3750,1.4642059803009033,10
80,BubbleSort,5000,2.611659049987793,1
81,BubbleSort,5000,2.5852348804473877,2
82,BubbleSort,5000,2.614814043045044,3
83,BubbleSort,5000,2.5999481678009033,4
84,BubbleSort,5000,2.6161060333251953,5
85,BubbleSort,5000,2.601235866546631,6
86,BubbleSort,5000,2.5726237297058105,7
87,BubbleSort,5000,2.5993940830230713,8
88,BubbleSort,5000,2.5908100605010986,9
89,BubbleSort,5000,2.622710943222046,10
90,BubbleSort,6250,4.0492188930511475,1
91,BubbleSort,6250,4.081943035125732,2
92,BubbleSort,6250,4.100167989730835,3
93,BubbleSort,6250,4.0809080600738525,4
94,BubbleSort,6250,4.055570840835571,5
95,BubbleSort,6250,4.084990978240967,6
96,BubbleSort,6250,4.057476997375488,7
97,BubbleSort,6250,4.099761009216309,8
