,Sort,array sizes,trial_time,trial number
119,insertionSort,5000,1.7357292175292969,10
120,mergeSort,250,0.0011837482452392578,1
121,mergeSort,250,0.0012030601501464844,2
122,mergeSort,250,0.0015971660614013672,3
123,mergeSort,250,0.0008950233459472656,4
124,mergeSort,250,0.0008971691131591797,5
125,mergeSort,250,0.0009400844573974609,6
126,mergeSort,250,0.0008912086486816406,7
127,mergeSort,250,0.00084686279296875,8
128,mergeSort,250,0.0008840560913085938,9
129,mergeSort,250,0.0008878707885742188,10
130,mergeSort,1000,0.004254817962646484,1
131,mergeSort,1000,0.0049250125885009766,2
132,mergeSort,1000,0.004256010055541992,3
133,mergeSort,1000,0.00481104850769043,4
134,mergeSort,1000,0.004312753677368164,5
135,mergeSort,1000,0.004189968109130859,6
136,mergeSort,1000,0.0057599544525146484,7
137,mergeSort,1000,0.00410008430480957,8
138,mergeSort,1000,0.004128932952880859,9
139,mergeSort,1000,0.004591941833496094,10
140,mergeSort,2500,0.012154102325439453,1
141,mergeSort,2500,0.011767864227294922,2
142,mergeSort,2500,0.01224207878112793,3
143,mergeSort,2500,0.01192617416381836,4
144,mergeSort,2500,0.011675834655761719,5
145,mergeSort,2500,0.012727022171020508,6
146,mergeSort,2500,0.011981010437011719,7
147,mergeSort,2500,0.012877225875854492,8
148,mergeSort,2500,0.014514923095703125,9
149,mergeSort,2500,0.013913869857788086,10
150,mergeSort,5000,0.029253005981445312,1
151,mergeSort,5000,0.02985692024230957,2
152,mergeSort,5000,0.029520034790039062,3
153,mergeSort,5000,0.028549909591674805,4
154,mergeSort,5000,0.035298824310302734,5
155,mergeSort,5000,0.027173280715942383,6
156,mergeSort,5000,0.027105093002319336,7
157,mergeSort,5000,0.026138782501220703,8
158,mergeSort,5000,0.02592611312866211,9
159,mergeSort,5000,0.025397062301635742,10
160,quickSort,250,0.0005609989166259766,1
161,quickSort,250,0.000492095947265625,2
162,quickSort,250,0.0005457401275634766,3
163,quickSort,250,0.0004341602325439453,4
164,quickSort,250,0.0006151199340820312,5
165,quickSort,250,0.0004458427429199219,6
166,quickSort,250,0.0004818439483642578,7
167,quickSort,250,0.00045490264892578125,8
168,quickSort,250,0.0005078315734863281,9
169,quickSort,250,0.0009112358093261719,10
170,quickSort,1000,0.0029859542846679688,1
171,quickSort,1000,0.002894878387451172,2
172,quickSort,1000,0.0030901432037353516,3
173,quickSort,1000,0.002833127975463867,4
174,quickSort,1000,0.0036902427673339844,5
175,quickSort,1000,0.005668163299560547,6
176,quickSort,1000,0.0029020309448242188,7
177,quickSort,1000,0.0032029151916503906,8
178,quickSort,1000,0.002688884735107422,9
179,quickSort,1000,0.0028259754180908203,10
180,quickSort,2500,0.01061105728149414,1
181,quickSort,2500,0.010978937149047852,2
182,quickSort,2500,0.011696815490722656,3
183,quickSort,2500,0.011204957962036133,4
184,quickSort,2500,0.012479066848754883,5
185,quickSort,2500,0.010979890823364258,6
186,quickSort,2500,0.01052093505859375,7
187,quickSort,2500,0.014485836029052734,8
188,quickSort,2500,0.013530731201171875,9
189,quickSort,2500,0.01044774055480957,10
190,quickSort,5000,0.03385281562805176,1
191,quickSort,5000,0.03657793998718262,2
192,quickSort,5000,0.03364300727844238,3
193,quickSort,5000,0.05076932907104492,4
194,quickSort,5000,0.07185006141662598,5
195,quickSort,5000,0.08975696563720703,6
196,quickSort,5000,0.08890485763549805,7
197,quickSort,5000,0.08997106552124023,8
198,quickSort,5000,0.13220596313476562,9
199,quickSort,5000,0.12726330757141113,10
